# vs_cfr 2960003-dirty seed=1 samples=128 throttle_ms=500 shim=/home/jdh8/.dotnet/dotnet /home/jdh8/src/hearts-engine/tournament/CfrShim/bin/Release/net10.0/CfrShim.dll
pair,seating,direction,deal_seed,cfr_seats,north,east,south,west,shooter,shooter_side,mc_attempts,mc_passes,passes_nesw,plays_by_trick,cfr_payoff
26,1,across,1270680123050334755,NS,26,26,26,0,W,mc,1,1,QD7H9H/9CKCQH/2C7CTH/4C5C2H,N2CE4CSQCWAC/WASNQSE9SSTS/WADNTDEJDS3D/WKDN6DE8DSQD/WKCNTCE5CS8C/WJCN7CE7DS6C/W9CN3CE6SS7H/WAHNTHE6HS9H/WKHN9DE3HS4H/WQHNKSE2HS4S/WJHNJSE5SS7S/W8HN8SE5DS2S/W5HN3SE4DS2D,-8.666667
27,0,hold,12671394942373533238,EW,0,26,26,26,N,mc,0,0,///,S2CWKCNQCEJC/W6SN5SE7SSTS/S8SWJSNKSE4S/NACE5CSTCW9C/N7DETDS8DWQD/W4DNKDE9DS6D/N6CE8HS4CWTH/N7CE5DS3CW7H/NQHE3HSJHWAS/N8CE3SS3DWJD/NQSE9SSAHW2S/N9HE4HS6HWAD/NKHE2HS5HW2D,-8.666667
27,1,hold,12671394942373533238,NS,8,0,18,0,,,0,0,///,S2CWKCN6CEJC/W9CNQCE5CSTC/N7DE5DS6DWAD/W6SN5SE4SSTS/S8SWJSNKSE9S/NKDETDS8DWQD/N7CE9DS4CWAS/N8CE3SS3CWTH/N9HE8HS6HW7H/NKHE4HSJHWJD/NQHE3HSAHW4D/S5HW2SNQSE2H/S3DW2DNACE7S,-8.666667
28,0,left,5625365687987180109,EW,26,26,26,0,W,cfr,0,0,QDKDAD/7C8CKC/JCKHKS/5D9SAS,N2CEQDSKCWJC/S7SWKSN9SEQS/WACNTCE8HS8C/WAHNTHE3HS5H/WKHN7HE3DSTS/WQHNASEJDSTD/W2HN9CEADS9D/WJHN5DE2SS8S/W4HN5CEKDS8D/W9HN4SE2DS7D/W6HN4DEJSS7C/WQCN4CE6DS6C/W6SN3SE5SS3C,8.666667
28,1,left,5625365687987180109,NS,0,26,26,26,N,cfr,0,0,KD7HTH/8CKCQS/7D9DTD/QCACAS,N2CE7CSJCWTD/S8DW7DNQDEKD/E5SS7SW6SNAS/N4SEJSSKSW9S/S8SW9DN3SE2S/SKCWAHNACETH/N9CE8HS8CW5D/NQCE7HS6CWQH/N5CE3HS3CWJH/N4CEJDSQSW9H/NTCE6DSTSW6H/NADE3DS5HW4H/N4DE2DSKHW2H,8.666667
29,0,right,17026080507310378592,EW,1,22,3,0,,,0,0,KCTSQS/TCACAS/THKHKS/2C7DKD,S2CWKCNACE9C/N2DEJDSTDWQS/E8CS7CW5CNTC/NASE7SS8SWJS/N3SEKSS6SWTS/E9DSQDW7HN5D/S5SW4SNAHE2S/S6DWQHN4DE3D/S4CW3CN6CETH/N2HE9HSADW8H/EKHSKDW5HN4H/E6HS8DW3HNQC/EJHS7DW9SNJC,-6.000000
29,1,right,17026080507310378592,NS,5,7,14,0,,,0,0,JCKCQS/ACJHAS/7CTHKH/7DKDQH,W2CNQCETCS4C/N4DEJDSKDWQS/S6SW9SNASE7S/NTSE2SS8SWJS/W4SN3SE9DS5S/STDWKCN5DE3D/S6DWJCN2DE9C/S8DW5CNJHE8C/SQHW8HN4HEKH/E6HSADW5HN2H/E7CSKSW3CN6C/E9HS7DW7HNAH/NACETHSQDW3H,-4.000000
30,0,across,9980051252924025463,EW,0,15,6,5,,,0,0,KDTHKS/TC4D6S/ACKHAS/3D9DQS,E2CSKSW9CNAC/N7SEQSSJSW6S/E5CSADW7CNKH/W4DN5DE9DSJD/SQDWAHNTDE3D/SKDW9HN8DEQH/S3HW5HN4HE2H/W6HN6DE7HSTH/S8HWKCN7DEJH/EQCS9SWTCNAS/E6CS5SW4CNTS/E3CS4SW8CN8S/W3SN2SEJCS2D,-4.666667
30,1,across,9980051252924025463,NS,0,17,1,8,,,0,0,TD4HTH/QCJHQH/ACJDAD/9DAHQS,E2CSTDW4CNAC/N7SE6SS5SW3S/NTSEQSS4SWQH/E4DSQDW3DNJD/SJSWJHN8SE9D/S4HW5HNKSE2H/W6HNKDEAHSTH/E7HS3HW9HN7D/W7CNADE6CSAS/W8CN5DE5CS8H/W9CN2SE3CS9S/WQCN6DEJCSKH/WKCN8DETCS2D,8.000000
31,0,hold,2934021998537672330,EW,26,0,26,26,E,cfr,0,0,///,E2CS7CWQCNKC/N3SE2SSASWJS/S7SW8SN6SE9S/E4CS8CW6CN5C/STSW5SNKDEKS/E2DS4DWJDN8D/W4SNJCEQSSKH/EQHS9HW8HN6H/E9CSADWTCN3C/W9DN5DEQDS7D/EAHS7HWTHN5H/ETDS6DW4HNAC/E3DS3HWJHN2H,8.666667
31,1,hold,2934021998537672330,NS,0,25,0,1,,,0,0,///,E2CS8CWQCNKC/N6SE2SS7SW8S/W4SN3SE9SSAS/STSW5SN5HEKS/E9CS7CW6CNJC/N8DE3DS7DWJD/WJSNKDEQSSAD/E2DS6DW9DN5D/WTCN5CE4CS9H/W4HN2HEAHSKH/EQHS7HWJHN6H/ETDS4DWTHNAC/EQDS3HW8HN3C,8.666667
32,0,left,14334736817860870817,EW,23,0,2,1,,,0,0,TC9HTH/7D2SAS/ACKDQS/8C8HAH,N2CETCSKCWAC/W3DN8DE9HS7D/N8CE7CS6CW4C/N3SEKHS2SW4S/W6DN5DETHSQD/S3HWQSNAHEJH/N6SE5CSASWKS/S8SW5SNTSE9C/N7SE5HS9SWKD/S4HWADN8HE2H/N9DEJCSQHW4D/NTDEQCS7HW2D/NJSE3CS6HWJD,8.000000
32,1,left,14334736817860870817,NS,26,26,0,26,S,cfr,0,0,2C9HTH/QCKHAS/KCQDKD/8HAHKS,E2CS6CWKCNTC/W4SNTSE2SS9S/N7SEJHSASW5S/SQCW8CNAHEJC/SACW4CN8HE9C/SKHWADN8DETH/SQHWKDN6SE9H/S7HWQDNTDE5H/S4HWJDN5DE2H/S3HW6DN9DE7D/S6HW4DNJSE7C/S8SW3DNKSE5C/N3SE3CSQSW2D,8.666667
33,0,right,7288707563474517684,EW,17,7,0,2,,,0,0,ACQSKS/5CJCAS/9CTCKH/2C7CQD,S2CWACNKCETC/W8CN5CE9CS7C/EJSS9SW3SNAS/N4SEQHS2SWKS/W4DN6DEADSQD/E3HS2HW4HNJH/N6HEKHS9HW7H/E3DS2DWQSNJD/N8HETHSTDW5H/E7DS5DWTSN9D/N3CE4CS7SW6C/W8SNQCEKDS6S/WAHNJCE8DS5S,2.666667
33,1,right,7288707563474517684,NS,10,0,2,14,,,0,0,9DJDQS/THQHAS/9CTCKH/4DQDAH,W2CNQCEJCSTD/N6DEKDS5DWJD/EJSS6SWTSNAS/NACETCS9HW8C/NKCE9CSAHW7C/N3CE4CS5SW6C/W9DNKSE8DS4D/W4HN8HE3HS2H/N4SEKHS9SW8S/S7SW3SNQHE5C/S2SWQSNTHEAD/W5HN6HE7DSQD/NJHE3DS2DW7H,0.666667
34,0,across,242678309088164555,EW,16,7,3,0,,,0,0,QCKCKD/ACADJH/QHKHAH/2DQSKS,W2CN9CE3DSJC/S5SW9SN4SEAS/E7DS6DWADN9D/W3CNTCEQSS7C/N5DEJDSTDWJH/E4HSKDW3HN9H/N8DEQDS4DW8H/E7HSKCW6HN5H/E8SS7SW3SNAH/ETSS6SWACNKH/E2SSJSW8CNQH/S5CW4CNTHEKS/SQCW6CN2HE2D,4.000000
34,1,across,242678309088164555,NS,0,10,3,13,,,0,0,9CTCKC/ACADAS/QHKHAH/9SQSKS,W2CNQCEJDSKC/SJSW3SN4SE8S/S6SWASN8DEQS/WADN9DEQDSTD/W2DNKDE7DS6D/N5DE3DS4DWAC/N2HE4HSJCW3H/E7HS9CW6HN5H/EJHSTCW8HNTH/E2SS7SW8CNAH/S5CW4CNQHEKS/S7CW6CN9HETS/S5SW3CNKHE9S,6.666667
35,0,hold,11643393128411363038,EW,23,0,0,3,,,1,0,///,W2CNTCE9CSQC/S6DWADN2DETD/W3SN5SE6SSKS/SJDW8DN7DE9D/SKDW3DNTSE5D/S4DWJCNKCEQD/E7SS9SW2SNAS/NACE5CS7CW8C/NAHETHS5HW9H/NKHE4HS4CW6H/NQHE2HSQSW3H/N8HE8SSJSWJH/W6CN7HE3CS4S,6.666667
35,1,hold,11643393128411363038,NS,0,26,26,26,N,cfr,0,0,///,W2CNTCE9CSQC/S7CW6CNKCE5C/N7DEQDSKDWAD/W2SNTSE8SS9S/N2DE9DS6DW8D/E6SSKSW3SN5S/SJDW3DNACETD/S4SW8CNASE7S/NAHETHS5HWJH/NKHE4HSQSW6H/NQHE2HS4CW9H/N7HE5DSJSW3H/N8HE3CS4DWJC,8.666667
36,0,left,4597363874025009909,EW,2,1,18,5,,,1,1,TCJCQS/5DQDJH/4C2D3D/9CKCJD,S2CW4CNKCETC/N7SE5SSASW4S/SADW6DNJDE4D/SACW7HN9CEJC/SAHW6HNTHEQS/SKDW3DNTDE6S/SQDW2DN8DEKS/SQCWQHN6CE3C/SJHWKHN9HE8S/W3HN2HETSS8C/W4HN5HE9SS7C/N7DEJSS5DW9D/W2SN8HE3SS5C,4.666667
36,1,left,4597363874025009909,NS,26,26,0,26,S,cfr,1,0,TCJCQS/3CJHKS/5CAHAS/9CKCJD,S2CW5CNKCEJC/N7SE6SSKSWAS/W9DN8DEQDSAD/S3DW6DNJDE5D/N9CETCSQCWAH/SJHW7HN8HEQS/S7CW4SN6CEJS/SACW2SN7DETS/S8CWKHNTHE9S/S4CWQHN5HE8S/S3CW6HN2HE5S/SKDW4HNTDE4D/S2DW3HN9HE3S,8.666667
37,0,right,15998078693348208392,EW,0,18,6,2,,,0,0,ACADQH/8CTCKC/JDQDQS/7DKSAS,S2CWACNKCE5C/W9SN8SE4SSKS/SKDWADNTDEJD/W6DN4DEQDS7D/E8DS5DW2DN9D/N5SE7SSASWTH/S3SWQHN2SEJS/E5HS2HW3HNJC/E6HS9HW7HNTC/S6SWAHN9CEQS/E4HSQCW8HN8C/W4CN3CEKHS6C/STSWJHN7CE3D,-4.666667
37,1,right,15998078693348208392,NS,4,21,1,0,,,0,0,9DTDQH/KC8DKH/2CQCQS/THKSAS,E2CS6CW4CNJC/N5SE4SSASW9S/STSWAHN8SE7S/S6SWQHN2SEJS/E3DSJDWTDNAD/NKHE6HS9HWJH/N3CE5CSTHW8H/EQSS3SW7HNAC/E4HS2HW3HNKC/E5HSKDW9DN9C/E8CSQDW7DN7C/ETCSKSW6DN8D/EQCS5DW2DN4D,5.333333
38,0,across,8952049438961855263,EW,5,0,15,6,,,0,0,8HQSAS/2C4CKD/QCACAH/9CTCTH,W2CNACE9CS8C/N5SETSS7SW6S/EJSSASW3SN9S/S6CW4CN5CETC/E4SSQSWQHN8S/S4HWJHN6HE7H/WKCNQCEKSS8H/W4DN2DE5HSQD/S6DWADN5DETH/W9HNAHE3HSJD/N3CE2HS9DWTD/N7CEKHS8DWKD/NJCE2SS7DW3D,4.666667
38,1,across,8952049438961855263,NS,0,0,1,25,,,0,0,5D6H8H/KDKHKS/8CQCAC/TCKCAD,E2CS6CW9CNJC/N2DEADSJDWKD/E2SS7SW6SN5S/S6DW4DN7CE7H/S4HW9HNQSE5H/WKSN8SEJSSAH/WTDNASE3HS5D/W3SN9SETSS9D/E2HS6HWTHNAC/W3DN8CEKCSQD/S8HWJHNQCETC/WQHN5CE4SS7D/WKHN3CE4CS8D,8.000000
39,0,hold,1906020184575502130,EW,4,7,14,1,,,0,0,///,E2CS4CWTDNJC/N7SE8SS4SWAS/WJSN9SETSSKS/S3SW6SNKHE2S/WKDNQDE6DSJD/W8DN4DE3DSAD/S5DWTHN2DEQS/S7HW3HN8HE6H/N3CEKCSTCWAH/E4HS9CW2HNQC/EACS8CWJHN5C/E9HS7CW5HN9D/EQHS6CW5SN7D,3.333333
39,1,hold,1906020184575502130,NS,0,22,0,4,,,1,0,///,E2CSTCWASNJC/N9SE8SS4SWJS/W5SN7SE2SSKS/S3SW6SNKHETS/E6DSADWKDN9D/S5DW8DN7DE3D/W5HN8HEQHS7H/EACS7CWTDN5C/EKCS9CWAHNQC/EQSS4CW2HN4D/E9HSJDWTHN2D/W3HNQDE4HS8C/E6HS6CWJHN3C,8.666667
40,0,left,13306735003898700617,EW,0,17,0,9,,,0,0,ACJHAS/TC8DKS/ADTHKH/2CQCAH,N2CEACSJCW7C/EKDS8DWADN9D/WQDN5DETDS4D/WJDNAHE7DS2D/W9HNKCE7HS5H/W6DNQCE3DSKS/WTHN8CE8HS2H/WKHN5CEJHS6S/W4SN8SEASSTC/E4HS9CWQSNJS/E3HS6CWTSN9S/E6HS4CW7SN3S/EQHS3CW5SN2S,-8.666667
40,1,left,13306735003898700617,NS,5,1,16,4,,,0,0,5D9DJH/TCKDKS/2D4DAD/QD9HAH,W2CN8CETDSJC/SKDWJDNQDE9D/S3CWQCN5CEQH/WADN9HE8DS6S/W7CNKCEJHSTC/N8SE8HSKSWQS/S2HW6DNAHE7H/NACE6HS9CWTS/N3SE4HSTHW7S/W2DNASE3DSKH/E3HS5HW5SNJS/S4CW4SN9SE7D/S6CW4DN2SE5D,-5.333333
41,0,right,6260705749512347484,EW,0,11,15,0,,,0,0,KCADJH/9C8D2S/TCQDAS/JDKDTH,W2CN3CETCSKD/EQCSTHWJCN9C/EQDSJDWADN8D/WTSN7SE9SSJS/S6SW5SN3SEAS/ETDS9DWJHN2D/EQHS8HW7HN9H/EKHS5HW6CN3H/EAHS8SWKCN6H/E4DS5DWACN4H/S3DW7CN8CEQS/S6DWKSN5CE4C/S7DW4SN2SE2H,1.333333
41,1,right,6260705749512347484,NS,0,1,11,14,,,0,0,8C2DAD/KHAHQS/TC5H8H/KDTHKS,W2CN3CE4CS7D/E9SS8SWTSN3S/W4SN7SE2SSKS/S5DWADNQSETD/WJDN9HE8DS9D/W2DNKHE4DS3D/E2HSTHW7HN6H/S6SW5SNKCEQH/S6DWACNAHEQC/SQDWJCNJHE8H/SKDW8CN5CE5H/SASW7CN3HETC/SJSW6CN4HE9C,1.333333
42,0,across,17661420568835545971,EW,26,0,26,26,E,cfr,0,0,QDAHKS/9D3HJH/2CTCKH/5C3DJD,N2CE3CSKSW9C/WTSN9SEJSS7S/E8DS7DW9DN5D/W8SN6SEASS4S/EQCSAHWJCNTC/EACSQHW7CN8C/EKCSTHW6CN3S/EADSQDW5SN2D/EJDSTDW7HNKH/E5CS2SW4CN9H/EKDS6DW3HN8H/EQSS4DWJHN4H/E3DS5HW2HN6H,8.666667
42,1,across,17661420568835545971,NS,26,0,26,26,E,mc,0,1,8CQD9H/3C8D3H/2CTCQH/9CJCJD,N2CE9CS8CW7C/EKDSTDW8DN5D/EADS7DW3DN2D/E9DS6DW7HNTC/EASS4SWTSNKS/EQSS7SW8SN9S/EJSS2SW5SN6S/EJCSKHW6CNAH/EJDS4DW5CN8H/EJHS9HW3HN6H/EQCSTHW4CN3S/EKCS5HW3CN4H/EACSQDW2HNQH,-8.666667
43,0,hold,10615391314449192838,EW,0,15,4,7,,,0,0,///,W2CN8CEKCSTC/E7SS9SW4SNTS/N8SEJSSQHW6S/E6HS3HWKHNJH/WADN9DEQDSJD/WKDN6DE3DSTD/WQCN6CEACS9C/E2HS9HW7HN8H/S5CW3CN4CEJC/E5HS8DWAHNTH/W3SN4HEASS7D/E2SS7CW5SN5D/WQSN2DEKSS4D,-6.000000
43,1,hold,10615391314449192838,NS,1,0,21,4,,,0,0,///,W2CN8CEJCSTC/E7SS9SW6SNTS/N8SE2SSQHW5S/N6CEKCS7CWQC/E5HS3HWKHNTH/WKDN9DEQDSTD/WADN5DE3DSJD/W3CN4CEACS9C/E6HS9HW7HN8H/S4DWAHN2DEAS/S7DWQSN6DE2H/S5CW4SN4HEKS/S8DW3SNJHEJS,-6.000000
44,0,left,3569362060062839709,EW,0,25,0,1,,,0,0,8HKHAH/7CACTH/JDKDQS/9CTCTD,S2CWJCNTCE8D/WASN6SE9SS4S/WKSN5SE8SSJH/WJDNTDEADS7D/EJSSTHW7SN2S/E3DS6DWKDN9D/W4HN2HE9HS6H/EQDSACW5DN4D/E7HSKCW3HN9C/E8HSQCW5HN6C/EKHS8CWTSN4C/EQHS7CWQSN3C/EAHS5CW3SN2D,-8.666667
44,1,left,3569362060062839709,NS,26,26,0,26,S,cfr,0,0,2S5S6S/ACQDAD/6HJHQS/JCKSAS,S2CW9CNJCE7C/N4CEQHSQCWTC/S4SWTSNKSEJS/N3CETHSACWQS/S8CWTDN6CE9S/SJDW5DN9DE8D/SKDW7SN4DE3D/S6DW3SN2DE8S/S5CWJHNASE6S/SQDW6HN8HE5S/S7DW5HNAHE2S/SADW4HN2HE9H/SKCW3HNKHE7H,8.666667
45,0,right,14970076879386038192,EW,0,1,3,22,,,0,0,ACQDQH/TCQCKC/9DTDQS/6C9HAS,N2CEJDSJCWAC/WKDN3DETDS5D/WADN2HE9DSAS/WQDN8SE8DS9S/W6DNKCE7HSJH/W4DN3CEQSS5C/W7DNQCE7SS8C/WQHNTCE5HSTH/W2DN9CETSS7C/W6SN5SEKSS9H/E4HS6HW3HN4S/S8HWKHN4CEJS/WAHN3SE2SS6C,-6.666667
45,1,right,14970076879386038192,NS,0,2,24,0,,,0,0,3DQDQH/KCJDKS/9DTDQS/6CKHAS,N2CEQCSJCW6S/ETCS5CWAHN9C/E4HS8HW3HN2H/S5DW4DNJDETD/N8SE7SSASWQH/S9SW9HN4SE2S/S8CWADN4CEQS/S7CWKDNKCE8D/N3SETSSTHWQD/E5HS6HW7DNAC/S6CW6DN3CE7H/SKHW3DNKSEJS/SJHW2DN5SE9D,-7.333333
46,0,across,7924047624999685063,EW,9,0,0,17,,,0,0,8CTCQC/AD8HJH/ACKDAS/4C5C5D,S2CW2SN6CEJC/E5CS8CW6DNAC/N4DE5DS3DWAD/WQDN2DEQSS9D/WJDNKDEJSS8D/N8SE6SS9SWTS/W7SNASEKSSTH/N9HE7CS5HW8H/N4SE3SS4HWJH/N6HEKCS3HW2H/N7HE4CSQCWAH/WKHNTDE3CSTC/WQHN7DE5SS9C,-2.666667
46,1,across,7924047624999685063,NS,1,4,1,20,,,0,0,8CTCQC/ADJHQS/9CACAS/QHKHAH,S2CW4CNACEKC/N7DEKSSKDWAD/W5CN9CEJCSTC/E3SS9SWTSNAS/N8SE6SSTHW7S/N4SE5SS8CW2S/EJSSQCWQSN9H/W2HN7HEQHS5H/E8HS3HWJHN6H/W5DN4DEAHS3D/W6DN2DEKHS9D/S8DWJDNTDE7C/WQDN6CE3CS4H,7.333333
47,0,hold,878018370613331930,EW,7,1,4,14,,,0,0,///,E2CSKCWQCN9C/STSW2SN7SE4S/SJSWASNKSEQS/WADNTDE8DSKD/WTCN7CEJCSAC/S3CW4CN5CE8C/E8SS5HW9DN6S/E9SS6CWJDN5S/E6HS3HW4HNJH/N2DETHS4DW5D/W7HN9HE8HSQD/N3DEQHS6DWAH/S7DW2HN3SEKH,-1.333333
47,1,hold,878018370613331930,NS,8,0,4,14,,,0,0,///,E2CSACWQCN9C/SJSW2SN6SE9S/STSWASNKSEQS/WTCN7CEJCSKC/S6DWJDNTDE8D/W4CN5CE8CS6C/E4SSKDWADN3S/E8SS7DW9DN7S/E6HS5HW4HNJH/N2DEKHS4DW5D/W2HN9HE8HS3H/N3DEQHSQDWAH/S3CW7HN5SETH,0.666667
48,0,left,12278733189936530417,EW,4,0,20,2,,,0,0,9CJHKH/2CJCQC/AHQSAS/JDQDTH,S2CW6CN8CE9C/E7DS6DWADNQD/WKDNJDE9DS8D/WKCNTHE7CS5C/W5HN7HE6HS3H/N4SEJSS9SW3S/ETSS8SWASN7S/W4HN8HE2HSQH/S3DWQSN2DEKS/STCW3CNTDE9H/S5DWAHN4DE6S/SJCW4CN5SEJH/SQCWACN2SEKH,7.333333
48,1,left,12278733189936530417,NS,26,26,0,26,S,cfr,0,0,8C9CKH/JCQCKS/5CTC8D/QDKDAD,E2CSJCWTCNKD/SASW3SN4SEJS/SQCW6CNJHE9C/S8SWJDN5SETS/E6SSKSW8DN7S/S9SWTHN2SEKH/S5DWKCNADE9D/N7HE6HSQHW5H/SAHW4HN8HE9H/S3HWACNTDE2H/SQSW5CN4DE8C/S3DW4CNQDE7D/N2DE7CS6DW3C,8.666667
49,0,right,5232703935550177284,EW,23,3,0,0,,,1,0,4D8DAD/JDKDQS/KCAHAS/6C5D8H,E2CS6CWTDN3C/S7SW4SN8SEAS/E6SS5SWTSNJS/NACEJCSTCW2S/NKSE3SS9SW7H/NKHE9HS8HW3H/NKDEQHSQDW4D/NQSE5CS5HW3D/NQCE8CS9CW8D/NJHEAHS7CW4H/E2HS9DWADNTH/N6HEKCS7DW6D/NJDE4CS5DW2D,6.666667
49,1,right,5232703935550177284,NS,20,0,6,0,,,0,0,QC4DKS/KDQHQS/9CTCKC/6CTD8H,E2CS7CWQCN3C/W4SN8SE6SSAS/S7SW2SNJSE3S/NKDEJDSTDW6D/NACEKCS6CWKS/NADE9HS7DW5D/N8DE2HS9DW4D/S9SWTSNQSEJC/NJHETCS8HW7H/NTHE9CS5HW4H/N6HE8CSAHW3H/SQDW3DNQHE5C/S5SW2DNKHE4C,-8.666667
50,0,across,16633418754873375771,EW,3,13,0,10,,,0,0,QDADQS/6C6D7S/ACTHAS/TDKDKS,N2CE9CSADWJC/WTSN5SE9SS8S/W6SN4SEKSSQS/EQCSQDW5CNAC/N4CETDS8HW3C/N6HE4HSJDW7S/NJSEKDS3SW9D/N5DEAHS4DW6D/W6CNKHEJHS8D/W7CNTHEQHS7D/W8CN9HE5HS3D/WTCN7HE3HS2S/WKCNASE2HS2D,-6.666667
50,1,across,16633418754873375771,NS,11,0,0,15,,,1,0,2C5DAD/6C9CQC/AC8HTH/TDKDKS,S2CW3CNACEKS/NQDETDS5DW9D/NJSE9SS8SW6S/N4CEAHS7DWKC/WQCNQSE6DS8D/WJCN7HEKDS4D/WTSN4SE7SSAS/S2SW5CN5SEQH/NTHE5HSJDWTC/N8HE4HSADW9C/N6HE3HS3DW8C/N9HE2HS3SW7C/NKHEJHS2DW6C,1.333333
51,0,hold,9587389500487022638,EW,0,12,13,1,,,0,0,///,N2CEACSTCWKC/E8SSKSWTSNQS/SASW7SNJSE6S/S8CWJCN9CE7C/WQCN5CE6CS3C/WKDNJHEJDSTD/W2SN3SE5SSQH/E8DS6DW7DNTH/EADS9DWQDN8H/E4DS2DW3DN6H/E7HS5HW2HN4H/EKHS3HW9HN9S/E4CS5DWAHN4S,0.000000
51,1,hold,9587389500487022638,NS,0,11,13,2,,,0,0,///,N2CEACSTCWKC/E5SSASWTSNQS/S8CWJCN9CE7C/WQCN5CE6CS3C/W7SNJSE8SSKS/S6DW7DNJHE4D/W2SN3SE6SSQH/E7HS5HW2HN4H/EKHS3HW9HN6H/E8DS5DW3DNTH/EJDSTDWQDN8H/WKDN9SEADS9D/E4CS2DWAHN4S,-0.000000
52,0,left,2541360246100669509,EW,0,6,0,20,,,0,0,9HQSKS/7CTCJC/KCTDAH/9CQHKH,S2CWKCNACEJD/N8SEASS7SW9S/EKSS6SW5SNTS/E4SS6HW3SNKH/EJSS7DW5DNQH/E2SS2HWTDNKD/E7HSJCW4HN8D/E9HSTCWAHNQD/W5HNQCE3HS8C/W4DN2DETHS3D/W6DN9CEJHS7C/W9DN5CE8HS6C/WADN4CEQSS3C,-8.666667
52,1,left,2541360246100669509,NS,23,0,1,2,,,0,0,9HQSKS/TCJCAS/7DTD6S/9CQHKH,S2CWADN9CE7C/N8SEKSS7SW9S/EJDS3DWTDN8D/E4SSASW6SNTS/S3CW5HN5CEQS/NQCEJSSJCW9D/N4CE2SS8CW4H/S2HW7DNQHEJH/NACETHSTCW6D/NKHE9HS6HW5S/N2DE8HSAHW5D/W4DNQDE7HSKC/NKDE3HS6CW3S,-7.333333
53,0,right,13942075065423867992,EW,0,22,4,0,,,0,0,AD9HKH/3D5DKD/KC9DAS/THJHKS,N2CEKCSJCW8C/E9DS6DW7DN2D/E3CS7CW5CNAC/N2SE4SS6SW7S/W3SNJSETSS8S/N5SEASSQSWKH/EQCSKSW6CN9C/ETCS9SW9HN4C/EAHSJHW7HNKD/EQHSTHW8DNQD/E5HS8HWJDNTD/S3HWADN5DE2H/S4HW4DN3DE6H,-6.000000
53,1,right,13942075065423867992,NS,7,0,2,17,,,0,0,AD9HKH/TCQCKD/7CJCKC/THJHKS,N2CEKCS6DW8C/E4SSASW7SN5S/SKSW3SNJSETS/S6SWKHN2SE3D/S9SW9HNQCEJC/S9DW8DNTDE5D/N2DE7CSQSW4D/W7HNKDE6HS3H/W5CN4CE3CSTH/W6CNTCEAHS8H/NQDEQHS8SWJD/N9CE5HSJHWAD/NACE2HS4HW7D,2.666667
54,0,across,6896045811037514863,EW,21,0,0,5,,,1,1,4C4S5S/7C9CQS/QCADQH/6C9HTH,S2CW9CNTCE8C/NASE8SSTSWQS/NADETDS8DWJD/NACE5CS4CW7C/NKDE9DS5DW4D/NKCE6CS3CW6S/NQDE6DS7SW7D/NQCE9HS5SW3D/NAHE4HSJHW2H/NQHETHS7HW2S/NJCE2DS4SW3S/N9SE5HS6HWJS/WKSN8HEKHS3H,5.333333
54,1,across,6896045811037514863,NS,25,0,0,1,,,0,0,QDKD8H/9CKHQS/5D8DAD/9HTHKS,S2CW6CNJCE8C/N5DE2DSKDWJD/STSW2SN9SEKS/E8SS7SW6SNAS/N4SETHSQDWJS/W9CNTCE7CSQC/S3CWKHNACE5C/N5SE9HS8HW3S/N8DE6DS7HW7D/NADETDSJHW4D/NAHE5HSQHW2H/N4CE4HS6HWQS/NKCE9DS3HW3D,-8.000000
55,0,hold,18296760630360713346,EW,0,22,1,3,,,0,0,///,N2CEKCS9CWAC/W8SN5SE6SS2S/W7SN7HE9SSAS/S5HW4HN3HEKH/EJHSTHW8HN6H/E6DS5DWTDNKD/N2HEADS9HWAH/W4SN9DETSS3S/E4CS7CW6CNTC/N3DEQDS8CWJD/E8DSQSW4DNJC/EQCSQHW7DN5C/EKSSJSW2DN3C,-8.000000
55,1,hold,18296760630360713346,NS,1,24,1,0,,,0,0,///,N2CE4CS9CWAC/W6CN5CEQCS7C/EQDS5DWJDN9D/E6SS3SW7SN5S/W4SN6HE9SSAS/S8CWAHN3CEKC/E6DSQSW4DN3D/E8DSQHW7DNKD/N3HEJHSTHW8H/ETSSJSW8SNJC/S2SW4HN7HEKS/EKHS9HWTDN2H/EADS5HW2DNTC,7.333333
56,0,left,11250731375974360217,EW,3,2,20,1,,,0,0,KCADAS/8DJDQS/QHAHKS/QCACKH,E2CS6CW4CNAC/NTSE8SS9SW4S/N5SE3SSQSW6S/S8CWQHNQCEJC/N7CE5CS9CWAH/S5HWKDN4HE3H/S7HWKSN6HE2H/STCWQDN2SE3C/S4DW2DN3DEAD/E9HSJDWJSN8H/ETHSTDW7SNKH/N5DEASS7DW6D/S8DW9DNJHEKC,6.666667
56,1,left,11250731375974360217,NS,2,0,17,7,,,0,0,7CKCAD/8DJDQS/8CTCKS/QCACKH,E2CS9CW8CNQC/N5DEADSTDWKD/E3SS9SW7SNAS/NTSE8SSQSWJS/S7DW9DN3DETH/WTCNACEKCS6C/N5SE9HSAHW4S/N2SE3HSQHWKS/W4CNJHE3CS7H/W2DNKHE2HSJD/S5HWQDN4HEJC/S4DW6DN8HE7C/W6SN6HE5CS8D,-4.000000
